host_since,first_review,neighbourhood_cleansed
2019-03-20,2019-04-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-20,2019-06-26,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-20,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-20,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-10-17,2019-04-06,ΑΜΠΕΛΟΚΗΠΟΙ
2018-05-03,2019-04-27,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ
2018-05-03,2019-09-14,ΠΑΤΗΣΙΑ
2019-03-19,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2013-08-22,,ΘΗΣΕΙΟ
2017-05-11,2019-04-07,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-01-08,2019-07-24,ΝΕΟΣ ΚΟΣΜΟΣ
2019-03-13,2019-04-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-12,2019-04-18,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-03-21,2019-04-24,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2017-01-25,2019-04-04,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2019-03-22,2019-04-20,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
2019-03-22,2019-04-19,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2018-11-23,2019-09-05,ΙΛΙΣΙΑ
2019-03-09,2019-04-07,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2016-09-06,2019-06-01,ΠΑΤΗΣΙΑ
2018-07-05,2019-04-03,ΑΚΡΟΠΟΛΗ
2015-03-24,2019-05-10,ΠΑΤΗΣΙΑ
2017-02-07,2019-08-20,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-22,2019-06-20,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-03-22,2019-04-20,ΚΟΛΩΝΟΣ
2015-09-06,2019-05-31,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
2018-03-22,2019-04-07,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2018-03-22,2019-04-12,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2018-03-22,2019-04-21,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-03-09,2019-04-13,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2019-03-23,2019-04-09,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-03-23,2019-04-07,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2017-07-02,2019-04-15,ΝΕΟΣ ΚΟΣΜΟΣ
2012-04-22,2019-06-09,ΑΚΡΟΠΟΛΗ
2015-05-06,2019-04-21,ΝΕΟΣ ΚΟΣΜΟΣ
2015-12-21,2019-04-19,ΑΚΡΟΠΟΛΗ
2016-08-17,2019-03-31,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2011-06-27,2019-05-01,ΚΟΛΩΝΑΚΙ
2019-03-26,,ΑΝΩ ΠΑΤΗΣΙΑ
2019-02-06,2019-09-07,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2013-07-18,2019-03-29,ΓΚΥΖΗ
2017-11-15,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-03-27,2019-05-15,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-03-27,2019-06-01,ΑΜΠΕΛΟΚΗΠΟΙ
2016-08-29,2019-04-14,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-04-03,2019-04-07,ΓΚΑΖΙ
2019-03-27,2019-04-05,ΝΕΟΣ ΚΟΣΜΟΣ
2016-08-28,2019-04-15,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-03-27,2019-05-26,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-03-27,2019-04-22,ΠΕΤΡΑΛΩΝΑ
2016-08-28,2019-04-04,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-08-28,2019-03-29,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-08-28,2019-03-30,ΚΕΡΑΜΕΙΚΟΣ
2019-03-28,2019-04-18,ΓΟΥΔΙ
2017-09-28,2019-04-16,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-04-30,2019-04-15,ΒΟΤΑΝΙΚΟΣ
2019-02-16,,ΑΜΠΕΛΟΚΗΠΟΙ
2019-03-28,2019-03-31,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2018-07-21,2019-04-07,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-01-23,2019-04-10,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-03-28,2019-04-22,ΠΕΤΡΑΛΩΝΑ
2019-03-28,2019-04-20,ΣΤΑΔΙΟ
2016-01-22,2019-04-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-07-21,2019-04-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-28,2019-04-17,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-03-16,2019-03-30,ΝΕΟΣ ΚΟΣΜΟΣ
2016-08-17,2019-04-08,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-10-06,,ΑΜΠΕΛΟΚΗΠΟΙ
2017-07-16,2019-07-10,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2014-02-15,,ΣΤΑΔΙΟ
2017-08-01,,ΠΕΔΙΟ ΑΡΕΩΣ
2016-02-12,2019-06-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-05-16,2019-04-08,ΠΑΤΗΣΙΑ
2018-05-16,2019-09-20,ΓΟΥΔΙ
2019-03-23,2019-05-13,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2018-07-21,2019-04-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-10-11,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-03-30,2019-05-18,ΑΚΡΟΠΟΛΗ
2019-03-28,2019-08-14,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-05-19,2019-04-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-07-21,2019-04-08,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-07-21,2019-04-08,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-07-21,2019-04-08,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-07-21,2019-04-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-07-21,2019-04-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-31,2019-04-06,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-03-28,2019-08-18,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-03-28,2019-11-24,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-03-28,2020-01-26,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2019-03-31,2019-04-18,ΑΚΡΟΠΟΛΗ
2016-03-14,2019-04-13,ΚΕΡΑΜΕΙΚΟΣ
2019-03-31,2019-04-08,ΘΗΣΕΙΟ
2018-12-21,2019-04-14,ΝΕΟΣ ΚΟΣΜΟΣ
2019-04-01,2019-04-14,ΚΟΛΩΝΑΚΙ
2018-05-16,2019-04-18,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-10-20,2019-05-12,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-02-08,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-29,2019-04-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-02-08,2019-08-30,ΑΚΡΟΠΟΛΗ
2019-03-29,2019-04-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-02-08,,ΑΚΡΟΠΟΛΗ
2019-03-29,2019-04-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-29,2019-04-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-05-19,2019-04-19,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-08-22,2019-04-15,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2016-05-29,2019-05-15,ΚΟΛΩΝΑΚΙ
2011-09-16,2019-04-14,ΠΑΓΚΡΑΤΙ
2015-10-20,2019-04-15,ΑΚΡΟΠΟΛΗ
2019-03-29,2019-04-26,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-04-02,2019-06-08,ΑΚΡΟΠΟΛΗ
2019-03-30,2019-04-12,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2017-09-28,2019-07-05,ΙΛΙΣΙΑ
2012-12-13,2019-05-16,ΠΑΓΚΡΑΤΙ
2017-03-28,2019-07-09,ΑΚΡΟΠΟΛΗ
2019-02-25,2019-04-24,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-12-19,2019-04-24,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2019-03-29,2019-04-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-09-06,2020-06-03,ΙΛΙΣΙΑ
2019-03-29,2019-04-15,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-01-20,2019-05-23,ΙΛΙΣΙΑ
2019-01-20,2019-04-11,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-04-03,2019-04-10,ΓΚΑΖΙ
2019-03-29,2019-04-21,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-29,2019-05-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-06-14,2019-04-14,ΖΑΠΠΕΙΟ
2019-04-03,2019-04-08,ΛΥΚΑΒΗΤΤΟΣ
2019-03-29,2019-05-04,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-04-03,2019-05-27,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-09-26,2019-05-26,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-09-28,2019-04-08,ΛΥΚΑΒΗΤΤΟΣ
2014-10-22,2019-04-15,ΚΕΡΑΜΕΙΚΟΣ
2019-04-03,2019-04-22,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-10-22,2019-05-27,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-04-03,2019-04-24,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2011-07-01,2019-05-12,ΝΕΟΣ ΚΟΣΜΟΣ
2014-08-27,2020-12-28,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-05-15,2019-06-02,ΓΚΑΖΙ
2019-04-03,2019-04-27,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-05-15,2019-05-26,ΓΚΑΖΙ
2019-04-03,2019-05-27,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-07-12,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2018-10-15,,ΠΑΓΚΡΑΤΙ
2019-03-28,2019-04-19,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-01-14,2019-05-27,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2016-04-22,2019-04-07,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2018-08-17,2019-06-04,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2018-02-06,2019-04-17,ΑΜΠΕΛΟΚΗΠΟΙ
2013-09-20,,ΚΥΨΕΛΗ
2011-06-27,2019-04-19,ΙΛΙΣΙΑ
2017-06-06,2019-05-25,ΝΕΟΣ ΚΟΣΜΟΣ
2017-01-26,2019-11-07,ΓΟΥΔΙ
2018-04-18,2019-05-12,ΠΑΓΚΡΑΤΙ
2017-10-05,,ΚΥΨΕΛΗ
2019-04-05,2019-04-14,ΠΑΤΗΣΙΑ
2019-03-07,2019-04-12,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2018-05-08,2019-04-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-08-06,2019-05-13,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2018-10-11,2019-05-18,ΑΜΠΕΛΟΚΗΠΟΙ
2016-01-24,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-10-23,2019-04-30,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2018-05-08,2019-04-22,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-04-06,2019-04-15,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-02-01,2019-06-12,ΠΑΓΚΡΑΤΙ
2019-04-07,2019-05-02,ΑΜΠΕΛΟΚΗΠΟΙ
2019-04-07,2019-05-27,ΓΚΑΖΙ
2017-06-17,2019-05-26,ΝΕΟΣ ΚΟΣΜΟΣ
2011-08-15,2019-06-04,ΠΑΓΚΡΑΤΙ
2014-08-16,2019-05-31,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-01-03,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-10-19,2019-04-26,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2018-05-08,2019-04-15,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-04-25,2019-04-17,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-06-23,2020-01-20,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2013-09-03,2019-04-20,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-06-07,2019-08-06,ΠΕΤΡΑΛΩΝΑ
2019-02-20,2020-09-07,ΛΥΚΑΒΗΤΤΟΣ
2017-05-05,2019-05-21,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-05-05,2019-05-17,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-06-13,2019-05-01,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-12-17,2019-06-06,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-04-03,2019-05-12,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-02-27,2019-04-30,ΝΕΟΣ ΚΟΣΜΟΣ
2019-04-09,2019-04-24,ΝΕΟΣ ΚΟΣΜΟΣ
2018-05-08,2019-04-17,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2013-07-18,2019-04-21,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2016-03-14,2019-04-15,ΓΟΥΔΙ
2017-09-25,2019-04-22,ΝΕΟΣ ΚΟΣΜΟΣ
2019-04-10,2019-05-22,ΙΛΙΣΙΑ
2019-04-10,2019-05-16,ΑΚΡΟΠΟΛΗ
2015-06-24,2019-06-02,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-10-21,2019-06-03,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-03-24,2019-04-21,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-04-10,2019-04-11,ΝΕΟΣ ΚΟΣΜΟΣ
2013-09-12,2019-05-24,ΚΟΛΩΝΟΣ
2016-06-05,2019-04-17,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2018-02-14,2019-06-14,ΝΕΟΣ ΚΟΣΜΟΣ
2014-08-16,2019-06-18,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-03-11,2019-04-24,ΓΟΥΔΙ
2017-05-25,2019-04-15,ΚΟΛΩΝΑΚΙ
2014-02-03,2019-05-29,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-04-11,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-04-11,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-10-31,2019-05-12,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-06-09,2019-06-23,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-05-19,2019-04-22,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-05-09,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-04-12,2019-07-17,ΕΛΛΗΝΟΡΩΣΩΝ
2014-05-09,2019-05-26,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-05-09,2019-05-29,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-04-12,2019-04-21,ΠΑΓΚΡΑΤΙ
2016-06-05,2019-04-22,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-03-16,2019-04-15,ΝΕΟΣ ΚΟΣΜΟΣ
2019-04-13,2019-05-22,ΠΕΤΡΑΛΩΝΑ
2016-12-19,2019-05-12,ΝΕΟΣ ΚΟΣΜΟΣ
2014-04-23,2020-02-25,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-04-13,2019-04-17,ΠΑΓΚΡΑΤΙ
2019-04-13,2019-04-22,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2017-06-17,2019-06-30,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2018-05-19,2019-05-11,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ
2016-02-23,2019-04-24,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-02-17,2019-04-25,ΑΜΠΕΛΟΚΗΠΟΙ
2016-01-04,2019-04-25,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2019-04-13,2019-04-18,ΚΕΡΑΜΕΙΚΟΣ
2019-04-14,2019-05-07,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2018-07-12,2019-05-05,ΠΑΓΚΡΑΤΙ
2018-06-07,2019-04-26,ΛΥΚΑΒΗΤΤΟΣ
2016-01-30,2019-05-06,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2019-04-14,2019-07-12,ΠΕΤΡΑΛΩΝΑ
2014-02-25,2019-07-08,ΠΑΓΚΡΑΤΙ
2018-05-08,2019-04-24,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2013-01-20,2019-05-03,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-10-08,2019-05-12,ΑΜΠΕΛΟΚΗΠΟΙ
2011-06-27,2019-05-13,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2016-01-22,2019-06-09,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-22,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-22,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-22,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-22,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-22,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-03-22,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-11-30,2019-05-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2017-10-16,2019-05-15,ΙΛΙΣΙΑ
2017-12-19,2019-04-28,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2018-10-15,2019-05-26,ΠΑΓΚΡΑΤΙ
2013-08-23,2019-05-26,ΘΗΣΕΙΟ
2012-01-25,2019-04-22,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2018-02-28,2019-06-23,ΘΗΣΕΙΟ
2018-11-13,2019-06-06,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ
2016-06-05,2019-04-22,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2018-05-08,2019-04-30,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-03-06,2019-04-28,ΝΕΟΣ ΚΟΣΜΟΣ
2017-01-01,2019-05-29,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-07-30,2019-05-20,ΚΥΨΕΛΗ
2017-11-25,2020-08-04,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-08-16,2019-06-27,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2018-05-16,2019-04-28,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2017-01-26,2019-04-28,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-04-17,2019-05-19,ΑΚΡΟΠΟΛΗ
2019-04-17,2019-05-30,ΑΜΠΕΛΟΚΗΠΟΙ
2015-10-20,2019-05-04,ΠΑΓΚΡΑΤΙ
2019-04-16,2019-04-24,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ
2015-03-24,2019-05-11,ΚΕΡΑΜΕΙΚΟΣ
2016-10-04,2019-05-09,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2019-04-18,2019-06-21,ΓΚΥΖΗ
2018-05-22,,ΑΝΩ ΠΑΤΗΣΙΑ
2016-09-30,2019-05-06,ΠΑΓΚΡΑΤΙ
2012-08-18,2020-06-08,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-08-18,2020-03-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-08-24,2019-04-28,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2017-05-11,2019-05-15,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2017-01-31,2019-05-25,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2018-05-08,2019-04-23,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2019-04-20,2019-04-29,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2019-04-16,2019-05-14,ΠΑΓΚΡΑΤΙ
2018-06-18,,ΠΑΓΚΡΑΤΙ
2019-04-21,2019-05-05,ΝΕΟΣ ΚΟΣΜΟΣ
2018-05-19,2019-05-13,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2016-05-19,2019-05-07,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-05-31,2019-05-07,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
